Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
CARPE DIEM ACADEMY,15924 SW 92ND AVE,MIAMI,33157,MIAMI-DADE,"-80.34253242,25.62220233",17R NJ 66007 34010,,3350280250040,PRIVATE SCHOOL,-8943689.797896633,2952363.8275751085
IT'S A SMALL WORLD ACADEMY,2990 NW 81ST TER,MIAMI,33147,MIAMI-DADE,"-80.24529548,25.84786390",17R NJ 75627 59053,,3031090000121,PRIVATE SCHOOL,-8932865.43187663,2980250.4048551507
TUTOR ME DAYCARE ACADEMY,2451 W 68TH ST,HIALEAH,33016,MIAMI-DADE,"-80.33270459,25.88492893",17R NJ 66847 63110,,0420270830020,PRIVATE SCHOOL,-8942595.768918032,2984835.864430121
KINDER HOUSE LEARNING CENTER,15785 SW 56TH ST,MIAMI,33185,MIAMI-DADE,"-80.44885968,25.71462658",17R NJ 55289 44196,,3049200290012,PRIVATE SCHOOL,-8955526.094056929,2963778.9394986765
BETHANY EVANGELICAL COVENANT SCHOOL,125 NE 119TH ST,MIAMI,33161,MIAMI-DADE,"-80.19620547,25.88482736",17R NJ 80521 63175,,0621250000231,PRIVATE SCHOOL,-8927400.756129682,2984823.297160471
RANSOM EVERGLADES MIDDLE SCHOOL,2045 S BAYSHORE DR,MIAMI,33133,MIAMI-DADE,"-80.22731795,25.73826933",17R NJ 77500 46926,,0141150240090,PRIVATE SCHOOL,-8930864.182142902,2966700.425512607
GRACE BAPTIST ACADEMY,19301 SW 127TH AVE,MIAMI,33177,MIAMI-DADE,"-80.39649627,25.58653201",17R NJ 60607 30034,,3069010050140,PRIVATE SCHOOL,-8949697.026397312,2947960.630150122
LA SCUOLA SCHOOL,13301 SW 87TH AVE,MIAMI,33156,MIAMI-DADE,"-80.33385300,25.64626615",17R NJ 66865 36679,,3050150100390,PRIVATE SCHOOL,-8942723.608978398,2955335.043615842
VANGUARD SCHOOL OF COCONUT GROVE,3939 MAIN HWY,MIAMI,33133,MIAMI-DADE,"-80.25243302,25.71798294",17R NJ 74993 44665,,0141280090080,PRIVATE SCHOOL,-8933659.979068717,2964193.641577585
LITTLE ANGEL ACADEMY 2,441 W 11TH ST,HIALEAH,33010,MIAMI-DADE,"-80.29049966,25.83138405",17R NJ 71107 57202,,0430130130080,PRIVATE SCHOOL,-8937897.537965033,2978212.0796969137
GLOBAL ACADEMY,8325 NE 2ND AVE,MIAMI,33138,MIAMI-DADE,"-80.19261327,25.85183708",17R NJ 80904 59524,,0132070260090,PRIVATE SCHOOL,-8927000.87423094,2980741.8732285993
LINCOLN MARTI SCHOOLS,812 NW 22ND AVE,MIAMI,33125,MIAMI-DADE,"-80.23152117,25.78110796",17R NJ 77050 51668,,0131340382450,PRIVATE SCHOOL,-8931332.082206981,2971995.388298593
CHRISTOPHER COLUMBUS HIGH SCHOOL,3000 SW 87TH AVE,MIAMI,33165,MIAMI-DADE,"-80.33710632,25.74165381",17R NJ 66486 47241,,3040160030011,PRIVATE SCHOOL,-8943085.767460033,2967118.6857176824
KIDS FOR KIDS ACADEMY,14465 COUNTRY WALK DR,MIAMI,33186,MIAMI-DADE,"-80.42835010,25.63055338",17R NJ 57387 34894,,3059220030270,PRIVATE SCHOOL,-8953242.978684414,2953394.8830543747
BETHEL ELEMENTARY SCHOOL,32920 SW 187TH AVE,HOMESTEAD,33034,MIAMI-DADE,"-80.49399488,25.46099884",17R NJ 50869 16091,,1678230000071,PRIVATE SCHOOL,-8960550.52152781,2932475.047351969
HILLEL COMMUNITY DAY SCHOOL,19000 NE 25TH AVE,NORTH MIAMI BEACH,33180,MIAMI-DADE,"-80.15205158,25.95136142",17R NJ 84897 70572,,3022040080280,PRIVATE SCHOOL,-8922485.567395803,2993058.0930004404
THE CARRIE BRAZER CENTER FOR AUTISM,8790 SW 94TH ST,MIAMI,33176,MIAMI-DADE,"-80.33731672,25.68220116",17R NJ 66498 40657,,3050040000510,PRIVATE SCHOOL,-8943109.189314187,2959773.140478322
FLORIDA CHRISTIAN SCHOOL,4200 SW 89TH AVE,MIAMI,33165,MIAMI-DADE,"-80.34026907,25.73042137",17R NJ 66175 45995,,3040210000290,PRIVATE SCHOOL,-8943437.843338747,2965730.604711906
HOREB CHRISTIAN SCHOOL,795 W 68TH ST,HIALEAH,33014,MIAMI-DADE,"-80.29870059,25.88469673",17R NJ 70253 63102,,0420250010620,PRIVATE SCHOOL,-8938810.460994782,2984807.1342993346
THE THINKING CHILD LEARNING CENTER,35 SW 6TH AVE,FLORIDA CITY,33034,MIAMI-DADE,"-80.48504291,25.44696576",17R NJ 51775 14541,,1678240072690,PRIVATE SCHOOL,-8959553.992862077,2930744.95235141
LUBAVITCH EDUCATIONAL CENTER,17330 NW 7TH AVE,MIAMI,33169,MIAMI-DADE,"-80.21049925,25.93206414",17R NJ 79058 68398,,3421120000140,PRIVATE SCHOOL,-8928991.93302961,2990669.226690423
WESTWOOD CHRISTIAN DAY ELEMENTARY SCHOOL,4301 SW 107TH AVE,MIAMI,33165,MIAMI-DADE,"-80.36665748,25.72733324",17R NJ 63529 45640,,3040200000031,PRIVATE SCHOOL,-8946375.387632659,2965349.003164741
MAGIC KIDS LEARNING CENTER II,9160 NW 122ND ST,HIALEAH,33018,MIAMI-DADE,"-80.34689639,25.88343681",17R NJ 65426 62938,,2720330560010,PRIVATE SCHOOL,-8944175.59253956,2984651.2411080212
AMERICAN CHRISTIAN SCHOOL,5888 W 20TH AVE,HIALEAH,33016,MIAMI-DADE,"-80.32410728,25.87606793",17R NJ 67713 62133,,0420340990430,PRIVATE SCHOOL,-8941638.721146598,2983739.5055517294
MONTESSORI CHILDRENS HOUSE,12985 SW 112TH ST,MIAMI,33186,MIAMI-DADE,"-80.40639464,25.66477856",17R NJ 59574 38694,,3059110310030,PRIVATE SCHOOL,-8950798.90833108,2957621.223100612
KIDS PLAYHOUSE & LEARNING CENTER,1265 W 66TH ST,HIALEAH,33012,MIAMI-DADE,"-80.30925957,25.88315300",17R NJ 69196 62925,,0420350070510,PRIVATE SCHOOL,-8939985.88076567,2984616.1243377323
LINCOLN-MARTI SCHOOLS 88,22121 SW 112TH AVE,MIAMI,33170,MIAMI-DADE,"-80.37171275,25.56129528",17R NJ 63110 27250,,3060180210040,PRIVATE SCHOOL,-8946938.137270538,2944846.162978976
KIDS LAND DAY CARE AND LEARNING CENTER,28 E 9TH ST,HIALEAH,33010,MIAMI-DADE,"-80.28106265,25.82973553",17R NJ 72054 57025,,0431180014310,PRIVATE SCHOOL,-8936847.014958818,2978008.1963389856
IT'S A SMALL WORLD LEARNING CENTER,1360 KASIM ST,OPA LOCKA,33054,MIAMI-DADE,"-80.24443023,25.91071091",17R NJ 75674 66013,,0821210020340,PRIVATE SCHOOL,-8932769.112259997,2988026.303101834
KIDS LOVE DAY CARE & PRESCHOOL,375 E 49TH ST,HIALEAH,33013,MIAMI-DADE,"-80.27523447,25.86746743",17R NJ 72615 61207,,0421310200080,PRIVATE SCHOOL,-8936198.22398626,2982675.454875913
MOTHER OF OUR REDEEMER CATHOLIC SCHOOL,8445 NW 186TH ST,HIALEAH,33015,MIAMI-DADE,"-80.33792324,25.94351634",17R NJ 66291 69596,,3020030010240,PRIVATE SCHOOL,-8943176.706485055,2992086.880850864
OUR LADY OF CHARITY PRIVATE SCHOOL,1900 W 44TH PL,HIALEAH,33012,MIAMI-DADE,"-80.32101862,25.86194756",17R NJ 68031 60571,,0430020430010,PRIVATE SCHOOL,-8941294.893182259,2981992.5794888125
LUBAVITCH EDUCATION CENTER,1140 ALTON RD,MIAMI BEACH,33139,MIAMI-DADE,"-80.14134640,25.78243125",17R NJ 86091 51870,,0232340250170,PRIVATE SCHOOL,-8921293.87224902,2972158.980557244
SAINT KEVIN CATHOLIC SCHOOL,4001 SW 127TH AVE,MIAMI,33175,MIAMI-DADE,"-80.39854909,25.73109032",17R NJ 60328 46041,,3049130000020,PRIVATE SCHOOL,-8949925.54524514,2965813.267843161
ACHIEVERS ACADEMY HIGH SCHOOL,9717 NE 2ND AVE,MIAMI,33138,MIAMI-DADE,"-80.19329516,25.86505992",17R NJ 80826 60988,,1132060134210,PRIVATE SCHOOL,-8927076.782120017,2982377.6125560715
LINCOLN-MARTI SCHOOLS,7665 W 32ND AVE,HIALEAH,33018,MIAMI-DADE,"-80.34782823,25.89231626",17R NJ 65328 63920,,0420280800010,PRIVATE SCHOOL,-8944279.324388303,2985749.952317963
PALMER TRINITY SCHOOL,7900 SW 176TH ST,MIAMI,33157,MIAMI-DADE,"-80.32139714,25.60478128",17R NJ 68139 32091,,3350340000580,PRIVATE SCHOOL,-8941337.029475199,2950213.1825041873
LINCOLN-MARTI SCHOOLS - AGENCY 28,28800 SW 152ND AVE,HOMESTEAD,33033,MIAMI-DADE,"-80.43753425,25.49886870",17R NJ 56527 20308,,3079040000461,PRIVATE SCHOOL,-8954265.353162989,2937144.9107328905
TRI TECH PREPARATORY SCHOOL,100 NE 191ST ST,MIAMI,33179,MIAMI-DADE,"-80.19905870,25.94934472",17R NJ 80192 70319,,3021010000101,PRIVATE SCHOOL,-8927718.376446934,2992808.42122379
HOLLYWOOD EDUCATION LITERACY PROJECT SCHOOL,13828 SW 56TH ST,MIAMI,33183,MIAMI-DADE,"-80.41850976,25.71284994",17R NJ 58335 44012,,3049270100010,PRIVATE SCHOOL,-8952147.557175342,2963559.427336271
PRINCETON CHRISTIAN SCHOOL ELEMENTARY,24795 SW 134TH AVE,HOMESTEAD,33032,MIAMI-DADE,"-80.40836648,25.53686271",17R NJ 59440 24528,,3069230010100,PRIVATE SCHOOL,-8951018.411754744,2941831.56260431
DR. JOHN A. MCKINNEY CHRISTIAN ACADEMY,2300 NW 135TH ST,MIAMI,33167,MIAMI-DADE,"-80.23615254,25.89687605",17R NJ 76512 64486,,3021270000150,PRIVATE SCHOOL,-8931847.64443503,2986314.196590709
BETH TORAH BENNY ROK CAMPUS,20350 NE 26TH AVE,MIAMI,33180,MIAMI-DADE,"-80.15014916,25.96558192",17R NJ 85077 72148,,3012330640010,PRIVATE SCHOOL,-8922273.79193265,2994818.740538696
GULLIVER ACADEMY,12595 RED RD,MIAMI,33156,MIAMI-DADE,"-80.28271133,25.65518252",17R NJ 71994 37693,,0351180010020,PRIVATE SCHOOL,-8937030.544438295,2956436.121943556
ALEXANDER MONTESSORI SCHOOL,6050 SW 57TH AVE,MIAMI,33143,MIAMI-DADE,"-80.28610381,25.71485123",17R NJ 71617 44299,,3040250000060,PRIVATE SCHOOL,-8937408.193564245,2963806.6953886645
VON WEDEL MONTESSORI SCHOOL,11820 NE 13TH AVE,MIAMI,33161,MIAMI-DADE,"-80.17296094,25.88423526",17R NJ 82850 63124,,3022320150320,PRIVATE SCHOOL,-8924813.187006347,2984750.035491783
LITTLE ANGELS CHRISTIAN ACADEMY,13720 NW 22ND AVE,OPA LOCKA,33054,MIAMI-DADE,"-80.23587362,25.89901369",17R NJ 76538 64723,,0821220110280,PRIVATE SCHOOL,-8931816.59518561,2986578.722469214
IMMACULATA-LA SALLE HIGH SCHOOL,3601 S MIAMI AVE,MIAMI,33129,MIAMI-DADE,"-80.21220060,25.74211108",17R NJ 79014 47360,,0141140050051,PRIVATE SCHOOL,-8929181.325807082,2967175.1971475417
HAPPY KIDS CHILD CARE CENTER,7118 BYRON AVE,MIAMI BEACH,33141,MIAMI-DADE,"-80.12349995,25.85648374",17R NJ 87826 60083,,0232110020320,PRIVATE SCHOOL,-8919307.21496252,2981316.670986507
AMERICAN ACADEMY HIGH SCHOOL CORP,2140 NW 18TH AVE,MIAMI,33142,MIAMI-DADE,"-80.22561131,25.79632450",17R NJ 77633 53356,,0131270450750,PRIVATE SCHOOL,-8930674.199213468,2973876.650837455
UNIVERSAL ACADEMY PRIVATE SCHOOL,21310 NW 37TH AVE,OPA LOCKA,33055,MIAMI-DADE,"-80.26336118,25.96965447",17R NJ 73741 72530,,3411320010025,PRIVATE SCHOOL,-8934876.495592594,2995323.0044945446
CHRIST-MAR PRIVATE SCHOOL,7031 W 14TH CT,HIALEAH,33014,MIAMI-DADE,"-80.31186614,25.88648884",17R NJ 68933 63294,,0420260010750,PRIVATE SCHOOL,-8940276.043677973,2985028.8792634225
THE ROHR MIDDLE SCHOOL,1051 N MIAMI BEACH BLVD,MIAMI,33162,MIAMI-DADE,"-80.17873909,25.92695347",17R NJ 82242 67852,,0722170130850,PRIVATE SCHOOL,-8925456.407934438,2990036.6267679827
ALEXANDER SCHOOL (OLD CUTLER RD),14400 OLD CUTLER RD,MIAMI,33158,MIAMI-DADE,"-80.30921796,25.63669450",17R NJ 69344 35631,,3350230000710,PRIVATE SCHOOL,-8939981.24883792,2954153.1375603704
PETER PAN LEARNING CENTER,2500 SW 107TH AVE,MIAMI,33165,MIAMI-DADE,"-80.36865582,25.74585478",17R NJ 63319 47690,,3040180000017,PRIVATE SCHOOL,-8946597.841702167,2967637.867146887
OUR LADY OF LOURDES ACADEMY,5525 SW 84TH ST,MIAMI,33143,MIAMI-DADE,"-80.28167600,25.69426750",17R NJ 72074 42022,,3041310030340,PRIVATE SCHOOL,-8936915.292363808,2961263.674620285
MESIVTA YESHIVA ELEMENTARY SCHOOL,7902 CARLYLE AVE,MIAMI BEACH,33141,MIAMI-DADE,"-80.12510208,25.86424478",17R NJ 87660 60941,,0232020020430,PRIVATE SCHOOL,-8919485.56296984,2982276.770523244
MONSIGNOR EDWARD PACE HIGH SCHOOL,15600 NW 32ND AVE,OPA LOCKA,33054,MIAMI-DADE,"-80.25353940,25.91660053",17R NJ 74758 66660,,3421160000040,PRIVATE SCHOOL,-8933783.140550606,2988755.223359645
LINCOLN-MARTI SCHOOLS 67,1328 SW 67TH AVE,MIAMI,33144,MIAMI-DADE,"-80.30404092,25.75818537",17R NJ 69793 49089,,3040110081220,PRIVATE SCHOOL,-8939404.943679385,2969161.8607234964
OUR LADY OF THE LAKES CATHOLIC SCHOOL,6600 MIAMI LAKEWAY N,HIALEAH,33014,MIAMI-DADE,"-80.30656591,25.91749887",17R NJ 69446 66731,,3220130010470,PRIVATE SCHOOL,-8939686.024248298,2988866.4077138193
CHRISTIAN PREPARATORY ACADEMY OF SOUTH DADE,300 NE 15TH ST,HOMESTEAD,33030,MIAMI-DADE,"-80.47153363,25.48413100",17R NJ 53117 18662,,3079070000290,PRIVATE SCHOOL,-8958050.146506546,2935327.3788109133
KIDS LEARNING CENTER OF SOUTH DADE,11500 QUAIL ROOST DR,MIAMI,33157,MIAMI-DADE,"-80.37599320,25.59369769",17R NJ 62663 30837,,3060060520010,PRIVATE SCHOOL,-8947414.634553332,2948845.066356989
PARADISE CHRISTIAN SCHOOL & DEVELOPMENT,6184 W 21ST CT,HIALEAH,33016,MIAMI-DADE,"-80.32676101,25.87866578",17R NJ 67446 62419,,0420340020060,PRIVATE SCHOOL,-8941934.132934531,2984060.9248228706
ATLANTIS ACADEMY,9600 SW 107TH AVE,MIAMI,33176,MIAMI-DADE,"-80.36866558,25.67916064",17R NJ 63353 40304,,3050060000460,PRIVATE SCHOOL,-8946598.928133093,2959397.574050187
HERITAGE SCHOOL OF KENDALL,13300 SW 120TH ST,MIAMI,33186,MIAMI-DADE,"-80.41052072,25.65579786",17R NJ 59165 37698,,3059140000040,PRIVATE SCHOOL,-8951258.221293153,2956512.112101149
TAUBER ACADEMY,20400 NE 30TH AVE,MIAMI,33180,MIAMI-DADE,"-80.14203785,25.96477425",17R NJ 85890 72064,,2812340720010,PRIVATE SCHOOL,-8921370.844040764,2994718.7368649696
RABBI ALEXANDER S. GROSS HEBREW ACADEMY,2400 PINE TREE DR,MIAMI BEACH,33140,MIAMI-DADE,"-80.12996069,25.80260967",17R NJ 87218 54112,,0232270000095,PRIVATE SCHOOL,-8920026.421595324,2974653.7746832203
KINGDOM ACADEMY,9010 SW 157TH AVE,MIAMI,33196,MIAMI-DADE,"-80.44644677,25.68294287",17R NJ 55546 40688,,3059040700010,PRIVATE SCHOOL,-8955257.490988567,2959864.757701823
INTERNATIONAL SCHOOL OF MIAMI,2711 SW 137TH AVE,MIAMI,33175,MIAMI-DADE,"-80.41541239,25.74232841",17R NJ 58631 47278,,3049140400020,PRIVATE SCHOOL,-8951802.758659763,2967202.055419926
OUR LADY OF LOURDES PARISH SCHOOL,14000 SW 112TH ST,MIAMI,33186,MIAMI-DADE,"-80.42249085,25.66240155",17R NJ 57960 38424,,3059100000165,PRIVATE SCHOOL,-8952590.729881091,2957327.65534707
IT'S A SMALL WORLD LEARNING CENTER V,4300 NW 12TH AVE,MIAMI,33142,MIAMI-DADE,"-80.21657922,25.81543492",17R NJ 78526 55478,,0131230320010,PRIVATE SCHOOL,-8929668.752500111,2976239.6676098756
FLORIDA INT'L ACADEMY CHARTER,7630 BISCAYNE BLVD,MIAMI,33138,MIAMI-DADE,"-80.18487631,25.84546046",17R NJ 81683 58823,,0132070400720,PRIVATE SCHOOL,-8926139.5999082,2979953.1148955394
REVELATION CHRISTIAN ACADEMY,8390 NW 14TH AVE,MIAMI,33147,MIAMI-DADE,"-80.22177614,25.85151353",17R NJ 77981 59471,,3031110400250,PRIVATE SCHOOL,-8930247.270026915,2980701.850518918
SAINT MONICA CATHOLIC SCHOOL,3490 NW 191ST ST,OPA LOCKA,33056,MIAMI-DADE,"-80.25987193,25.94621398",17R NJ 74105 69936,,3421040010312,PRIVATE SCHOOL,-8934488.073941631,2992420.8387068664
VANKARA ACADEMY CHARTER SCHOOL,13331 ALEXANDRIA DR,OPA LOCKA,33054,MIAMI-DADE,"-80.25444735,25.89566444",17R NJ 74680 64341,,0821280030270,PRIVATE SCHOOL,-8933884.212355845,2986164.2650276124
LEARNING EMPORIUM PREPARATORY ACADEMY,17330 NW 27TH AVE,OPA LOCKA,33056,MIAMI-DADE,"-80.24529267,25.93258694",17R NJ 75573 68435,,3421090021570,PRIVATE SCHOOL,-8932865.118427847,2990733.9397218185
LAGO MAR PRESCHOOL,15732 SW 72ND ST,MIAMI,33193,MIAMI-DADE,"-80.44770279,25.69743039",17R NJ 55413 42292,,3049320100010,PRIVATE SCHOOL,-8955397.310195431,2961654.4063050845
CENTER OF LIFE ACADEMY,2025 NW 1ST AVE,MIAMI,33127,MIAMI-DADE,"-80.19655604,25.79619669",17R NJ 80546 53359,,0131250540470,PRIVATE SCHOOL,-8927439.781626897,2973860.847851937
CINDERELLA SCHOOL,2335 W 12TH AVE,HIALEAH,33010,MIAMI-DADE,"-80.30593405,25.84285693",17R NJ 69553 58465,,0430120062290,PRIVATE SCHOOL,-8939615.686657785,2979631.0827712948
WORLD HOPE ACADEMY,10661 N KENDALL DR,MIAMI,33173,MIAMI-DADE,"-80.36532500,25.68799443",17R NJ 63684 41284,,3040320250010,PRIVATE SCHOOL,-8946227.056959633,2960488.754280847
MIAMI SPRINGS SEVENTH-DAY ADVENTIST SCHOOL,701 CURTISS PKWY,MIAMI,33166,MIAMI-DADE,"-80.28870112,25.81272626",17R NJ 71298 55137,,0531190134770,PRIVATE SCHOOL,-8937697.325349338,2975904.716767656
JESUS FELLOWSHIP CHRISTIAN SCHOOL,9775 SW 87TH AVE,MIAMI,33156,MIAMI-DADE,"-80.33432931,25.67934419",17R NJ 66799 40342,,3050030640010,PRIVATE SCHOOL,-8942776.632121475,2959420.246263002
EDISON PRIVATE SCHOOL,3720 E 4TH AVE,HIALEAH,33013,MIAMI-DADE,"-80.27490840,25.85634253",17R NJ 72654 59975,,0431060170010,PRIVATE SCHOOL,-8936161.926992321,2981299.2021954725
ALPHABET SOUP LEARNING CENTER,3805 SW 137TH AVE,MIAMI,33175,MIAMI-DADE,"-80.41547644,25.73240881",17R NJ 58630 46180,,3049140020332,PRIVATE SCHOOL,-8951809.888922254,2965976.1987532787
NORTHWEST CHRISTIAN ACADEMY,951 NW 136TH ST,MIAMI,33168,MIAMI-DADE,"-80.21431894,25.89903772",17R NJ 78697 64738,,3021230160060,PRIVATE SCHOOL,-8929417.139174687,2986581.696767556
LINCOLN-MARTI SCHOOLS COMMUNITY AGENCY 13,137 NW 10TH ST,HOMESTEAD,33030,MIAMI-DADE,"-80.48016633,25.48018802",17R NJ 52251 18221,,1078120100180,PRIVATE SCHOOL,-8959011.134322619,2934841.146940887
GRANADA DAY SCHOOL,950 UNIVERSITY DR,MIAMI,33134,MIAMI-DADE,"-80.27265486,25.73473533",17R NJ 72954 46509,,0341180052080,PRIVATE SCHOOL,-8935911.063143956,2966263.699090966
SHA'AREI BINA TORAH ACADEMY FOR GIRLS,1557 NE 164TH ST,NORTH MIAMI BEACH,33162,MIAMI-DADE,"-80.16876771,25.92692027",17R NJ 83241 67854,,0722170030610,PRIVATE SCHOOL,-8924346.399433997,2990032.517455837
PRINCETON CHRISTIAN SCHOOL SENIOR,13390 SW 248TH ST,HOMESTEAD,33032,MIAMI-DADE,"-80.40799315,25.53591358",17R NJ 59478 24423,,3069260000180,PRIVATE SCHOOL,-8950976.852873638,2941714.46674901
SOUTHEASTERN CHRISTIAN ACADEMY,1840 W 49TH ST,HIALEAH,33012,MIAMI-DADE,"-80.31973994,25.86591076",17R NJ 68156 61010,,0430020210010,PRIVATE SCHOOL,-8941152.550872596,2982482.872989964
RJW THE ACADEMY OF ARTS & SCIENCES,790 NW 61ST ST,MIAMI,33127,MIAMI-DADE,"-80.20993955,25.83086915",17R NJ 79181 57191,,0131140680010,PRIVATE SCHOOL,-8928929.627641771,2978148.398492992
HAPPY MEMORIES LEARNING CENTER,9911 SW 142ND AVE,MIAMI,33186,MIAMI-DADE,"-80.42097629,25.67471106",17R NJ 58106 39788,,3059030270010,PRIVATE SCHOOL,-8952422.129188482,2958847.9771955493
CORAL ROCK CHRISTIAN ACADEMY,29351 SW 169TH AVE,HOMESTEAD,33030,MIAMI-DADE,"-80.46462785,25.49388895",17R NJ 53806 19745,,3079060000571,PRIVATE SCHOOL,-8957281.399622237,2936530.755460579
MIAMI UNION ACADEMY OF SEVENTH DAY ADVENTISTS,12600 NW 4TH AVE,MIAMI,33168,MIAMI-DADE,"-80.20538995,25.89091006",17R NJ 79597 63843,,0621250000061,PRIVATE SCHOOL,-8928423.167935982,2985575.9487850694
LINCOLN-MARTI SCHOOLS,10285 NW 21ST CT,MIAMI,33147,MIAMI-DADE,"-80.23250860,25.86809536",17R NJ 76895 61301,,3031030190083,PRIVATE SCHOOL,-8931442.002571147,2982753.13951586
A.K.T.I.V. LEARNING ACADEMY,301 WESTWARD DR,MIAMI,33166,MIAMI-DADE,"-80.28631119,25.82148575",17R NJ 71533 56108,,0530240061530,PRIVATE SCHOOL,-8937431.279198801,2976987.935570326
ST STEPHEN'S EPISCOPAL DAY SCHOOL,3439 MAIN HWY,MIAMI,33133,MIAMI-DADE,"-80.24287685,25.72701910",17R NJ 75946 45671,,0141210430030,PRIVATE SCHOOL,-8932596.191240158,2965310.1846299144
AMERICAN HIGH SCHOOL ACADEMY,10300 SW 72ND ST,MIAMI,33173,MIAMI-DADE,"-80.36065143,25.70054917",17R NJ 64146 42677,,3040320010050,PRIVATE SCHOOL,-8945706.7973153,2962039.6987130297
LINCOLN-MARTI CHARTER SCHOOLS INTERNATIONAL CAMPUS,103 E LUCY ST,HOMESTEAD,33034,MIAMI-DADE,"-80.47346502,25.46210563",17R NJ 52932 16222,,1679190010230,PRIVATE SCHOOL,-8958265.148464164,2932611.5083017065
LEHRMAN COMMUNITY DAY SCHOOL,727 LEHRMAN DR,MIAMI BEACH,33141,MIAMI-DADE,"-80.12605231,25.86222521",17R NJ 87566 60717,,0232020020640,PRIVATE SCHOOL,-8919591.3427566,2982026.927794988
DELTA'S CHRISTIAN ACADEMY,10200 NW 22ND AVE,MIAMI,33147,MIAMI-DADE,"-80.23464071,25.86779913",17R NJ 76682 61267,,3031030100340,PRIVATE SCHOOL,-8931679.347936498,2982716.491964396
T.L.C. CHRISTRIAN ACADEMY,16969 NW 23RD AVE,OPA LOCKA,33056,MIAMI-DADE,"-80.23830309,25.92848148",17R NJ 76276 67985,,3421100031090,PRIVATE SCHOOL,-8932087.042623512,2990225.761233308
GREATER MIAMI ADVENTIST ACADEMY,500 NW 122ND AVE,MIAMI,33182,MIAMI-DADE,"-80.39379110,25.77225100",17R NJ 60785 50602,,3049010000090,PRIVATE SCHOOL,-8949395.88771228,2970900.488274929
LINCOLN-MARTI SCHOOLS,1750 E 4TH AVE,HIALEAH,33010,MIAMI-DADE,"-80.27429918,25.83796971",17R NJ 72727 57940,,0431070180020,PRIVATE SCHOOL,-8936094.10806647,2979026.5983997877
KENDALL CHRISTIAN SCHOOL,8485 SW 112TH ST,MIAMI,33156,MIAMI-DADE,"-80.33217325,25.66679272",17R NJ 67022 38953,,3050100070420,PRIVATE SCHOOL,-8942536.620301737,2957869.9816313614
DIVINE SAVIOR LUTHERAN ACADEMY,10311 NW 58TH ST,MIAMI,33178,MIAMI-DADE,"-80.36465675,25.82668498",17R NJ 63677 56644,,3530170290010,PRIVATE SCHOOL,-8946152.666724358,2977630.922982115
LINCOLN-MARTI SCHOOLS 10,1001 SW 1ST ST,MIAMI,33130,MIAMI-DADE,"-80.21165669,25.77285938",17R NJ 79048 50766,,0141020052860,PRIVATE SCHOOL,-8929120.778526856,2970975.694720356
BLESSED TRINITY CATHOLIC SCHOOL,4020 CURTISS PKWY,MIAMI,33166,MIAMI-DADE,"-80.29199400,25.81119932",17R NJ 70969 54966,,2630250010010,PRIVATE SCHOOL,-8938063.886712888,2975715.899211097
SAINT THOMAS THE APOSTLE SCHOOL,7303 SW 64TH ST,MIAMI,33143,MIAMI-DADE,"-80.31269045,25.71118432",17R NJ 68952 43879,,3040260000511,PRIVATE SCHOOL,-8940367.805539832,2963353.634426889
ALEXANDER MONTESSORI SCHOOL,17800 OLD CUTLER RD,MIAMI,33157,MIAMI-DADE,"-80.31290249,25.60573904",17R NJ 68992 32201,,3350350020050,PRIVATE SCHOOL,-8940391.409607453,2950331.4108211645
GRACE CHRISTIAN PREPARATORY SCHOOL,11000 SW 216TH ST,MIAMI,33170,MIAMI-DADE,"-80.37063100,25.56614856",17R NJ 63216 27788,,3060180030220,PRIVATE SCHOOL,-8946817.717493104,2945445.0549054635
SAINT TIMOTHY PARISH SCHOOL,5400 SW 102ND AVE,MIAMI,33165,MIAMI-DADE,"-80.35999585,25.71738676",17R NJ 64203 44542,,3040200000080,PRIVATE SCHOOL,-8945633.817790322,2964119.9788592695
FLORIDA SCHOOL OF EXCELLENCE,2772 SW 137TH AVE,MIAMI,33175,MIAMI-DADE,"-80.41703746,25.74244947",17R NJ 58468 47291,,3049150011190,PRIVATE SCHOOL,-8951983.66093878,2967217.0165993148
MIAMI CHRISTIAN SCHOOL,200 NW 109TH AVE,MIAMI,33172,MIAMI-DADE,"-80.37403159,25.77304391",17R NJ 62766 50699,,3040060012320,PRIVATE SCHOOL,-8947196.270083513,2970998.505069634
ALLISON ACADEMY,1881 NE 164TH ST,MIAMI,33162,MIAMI-DADE,"-80.16290770,25.92727717",17R NJ 83827 67898,,0722160010520,PRIVATE SCHOOL,-8923694.066047115,2990076.6933867387
NORLAND UNITED METHODIST CHURCH ACADEMY,19602 NW 8TH CT,MIAMI,33169,MIAMI-DADE,"-80.21655216,25.95352327",17R NJ 78437 70771,,3421020052250,PRIVATE SCHOOL,-8929665.73981836,2993325.739578692
SAINTS PETER & PAUL SCHOOL,1435 SW 12TH AVE,MIAMI,33129,MIAMI-DADE,"-80.21368275,25.75970300",17R NJ 78853 49308,,0141390130010,PRIVATE SCHOOL,-8929346.318757549,2969349.441842918
