Name,Address,City,Zip,COUNTY,LONGLAT,USNG,FACILITY_TYPE,SHELTER_TYPE,RPC_Region,Year_Built,Building,AS_IS_A_Retrofit_R,Generator_Type,PreMitigation_Capacity_Spaces,PreMitigation_Square_Footage,EHPA_Capacity_Gained_Spaces,EHPA_Square_Footage_Gained,Retrofit_Capacity_Gained_Spaces,Retrofit_Square_Footage_Gained,Risk_Capacity_Spaces,Risk_Square_Footage,Planned_Usage_Spaces,FundingSource_F_Federal_State_S,Evacuation_Zone,SURGE_ZONE,FLOOD_ZONE,EHPA,General_Pop,SPECIAL_NEEDS,Pet_Friendly,Does_not_meet_ARC_4496,Survey_Needed,x,y
Brentwood ES Center,3101 NW 191st St,Miami Gardens,33056,MIAMI-DADE,"-80.25262097, 25.94905698",17R NJ 74829 70255,SHELTER,RISK,10,2003,4 Cafeteria / Classroom,A,75 kW,0,0,0,0,219,4376,219,4376,865,L,No,No,No,No,Yes, , , , ,-8933680.901118396,2992772.7996702315
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,33018,MIAMI-DADE,"-80.34576696, 25.90123198",17R NJ 65529 64909,SHELTER,RISK,10,1994,9 PE / Science / Classroom,A,235 kW,0,0,0,0,0,0,508,10160,508,s-1523-2002,No,No,AE,No,Yes, , , , ,-8944049.865827583,2986853.2351727937
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1962,1C Classroom / Art / Science,A,800 kW,0,0,0,0,0,0,999,19972,999, ,No,No,No,No,Yes, , , , ,-8933979.44495974,2991738.071242746
Ronald Reagan HS,8600 NW 107th Ave,Doral,33178,MIAMI-DADE,"-80.37145197, 25.85259100",17R NJ 62982 59510,SHELTER,RISK,10,2003,1A Classroom / Art,A,400 kW,0,0,0,0,0,0,1023,20455,1023, ,No,No,No,No,Yes, , , , ,-8946909.107069287,2980835.132989222
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,8 ESE Classroom,A,416 kW,0,0,0,0,0,0,58,1163,58, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,5F Cafeteria,A,275 kW,0,0,0,0,0,0,280,5605,280, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
North Miami MS,700 NE 137th St,North Miami,33161,MIAMI-DADE,"-80.18382700, 25.90099201",17R NJ 81750 64973,SHELTER,RISK,10,2006,1 Classroom,A, ,0,0,0,0,0,0,361,7222,361,"L, S",D,No,No,No,Yes, , , , ,-8926022.791690664,2986823.538276214
Lawton Chiles MS,8190 NW 197th St,Miami,33015,MIAMI-DADE,"-80.33431804, 25.95071501",17R NJ 66648 70395,SHELTER,RISK,10,1998,3F North Auditorium,A,325 kW,0,0,0,0,0,0,319,6384,319, ,No,No,AE,No,Yes, , , , ,-8942775.37724736,2992978.065630746
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,2 (area A3A) Classroom,A,235 kW,0,0,0,0,0,0,1546,30926,1546, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
American HS,18350 NW 67th Ave,Miami,33015,MIAMI-DADE,"-80.30851896, 25.93960601",17R NJ 69238 69178,SHELTER,RISK,10,1976,1 B&E Gym / Auditorium / Classroom,A,200 kW,0,0,0,0,0,0,2221,44424,0, ,No,No,AE,No,Yes, , , , ,-8939903.436900558,2991602.81013493
American HS,18350 NW 67th Ave,Miami,33015,MIAMI-DADE,"-80.30851896, 25.93960601",17R NJ 69238 69178,SHELTER,RISK,10,1976,1F Admin / Media / Classroom,A,200 kW,0,0,0,0,0,0,1353,27061,0, ,No,No,AE,No,Yes, , , , ,-8939903.436900558,2991602.81013493
Shenandoah ES,1023 SW 21st Ave,Miami,33135,MIAMI-DADE,"-80.22817900, 25.76279199",17R NJ 77397 49641,SHELTER,RISK,10,2006,3 Classroom,A, ,0,0,0,0,0,0,911,18221,500,L,E,No,No,No,Yes, , , , ,-8930960.033965662,2969731.253580889
Stirrup ES,330 NW 97th Ave,Miami,33172,MIAMI-DADE,"-80.35395198, 25.76995801",17R NJ 64781 50367,SHELTER,RISK,10,1984,5 Classroom,A,45 kW,0,0,0,0,0,0,227,4540,227, ,E,No,No,No,Yes, , , , ,-8944961.017198173,2970617.0420499095
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1962,5 Voc Classroom,A,800 kW,0,0,0,0,0,0,102,2038,102, ,No,No,No,No,Yes, , , , ,-8933979.44495974,2991738.071242746
Palm Springs North ES,17615 NW 82nd Ave,Hialeah,33015,MIAMI-DADE,"-80.33394203, 25.93461400",17R NJ 66695 68612,SHELTER,RISK,10,2007,4 Classroom,A, ,0,0,0,0,0,0,204,4076,204, ,No,No,AE,No,Yes, , , , ,-8942733.519744702,2990984.858742727
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2002,6 Cafeteria,A,125 kW,0,0,0,0,0,0,181,3626,181, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Dante Fascell ES,15625 SW 80th St,Miami,33193,MIAMI-DADE,"-80.44528304, 25.69339900",17R NJ 55658 41847,SHELTER,RISK,10,1995,1 Admin / Cafeteria / Art / Classroom,A,80 kW,0,0,0,0,0,0,246,4926,246, ,E,5,No,No,Yes, , , , ,-8955127.944387324,2961156.385705098
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1984,8 Classroom,A,40 kW,0,0,0,0,0,0,100,2004,100, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Hammocks MS,9889 Hammocks Blvd,Miami,33196,MIAMI-DADE,"-80.44200001, 25.67421601",17R NJ 55997 39724,SHELTER,RISK,10,1982,1 Admin / Classroom,A,250 kW / 99 kW,0,0,0,0,0,0,2088,41754,2088, ,E,5,No,No,Yes, , , , ,-8954762.479807034,2958786.8319072453
Ronald Reagan HS,8600 NW 107th Ave,Doral,33178,MIAMI-DADE,"-80.37145197, 25.85259100",17R NJ 62982 59510,SHELTER,RISK,10,2003,1C Classroom / Art / Science,A,400 kW,0,0,0,0,0,0,901,18012,901, ,No,No,No,No,Yes, , , , ,-8946909.107069287,2980835.132989222
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2002,3W Classroom,A,125 kW,0,0,0,0,0,0,220,4395,220, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Dante Fascell ES,15625 SW 80th St,Miami,33193,MIAMI-DADE,"-80.44528304, 25.69339900",17R NJ 55658 41847,SHELTER,RISK,10,1995,3 Classroom,A,80 kW,0,0,0,0,0,0,410,8200,410, ,E,5,No,No,Yes, , , , ,-8955127.944387324,2961156.385705098
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1962,3A Gym,A,800 kW,0,0,1131,22615,0,0,1131,22615,1131, ,No,No,No,Yes,Yes, , , , ,-8933979.44495974,2991738.071242746
Stirrup ES,330 NW 97th Ave,Miami,33172,MIAMI-DADE,"-80.35395198, 25.76995801",17R NJ 64781 50367,SHELTER,RISK,10,1984,7 Classroom,A,45 kW,0,0,0,0,0,0,227,4540,227, ,E,No,No,No,Yes, , , , ,-8944961.017198173,2970617.0420499095
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2011,9NC Admin / Classroom,A,130 kW,0,0,0,0,0,0,308,6157,308, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Lawton Chiles MS,8190 NW 197th St,Miami,33015,MIAMI-DADE,"-80.33431804, 25.95071501",17R NJ 66648 70395,SHELTER,RISK,10,2005,4 Classroom,A,325 kW,0,0,0,0,0,0,392,7842,392, ,No,No,AE,No,Yes, , , , ,-8942775.37724736,2992978.065630746
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,33177,MIAMI-DADE,"-80.39047897, 25.59998898",17R NJ 61205 31527,SHELTER,RISK,10,2000,16 Classroom,A, ,0,0,0,0,0,0,557,11136,557,L,D,5,No,No,Yes, , , , ,-8949027.18349433,2949621.6240721317
Norwood ES,19810 NW 14th Ct,Miami,33169,MIAMI-DADE,"-80.22699196, 25.95548800",17R NJ 77391 70982,SHELTER,RISK,10,1991,4 Classroom,A, ,0,0,0,0,0,0,122,2434,122, ,No,No,No,No,Yes, , , , ,-8930827.892721193,2993568.985278483
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,2003,4C Cafeteria,A,800 kW,0,0,605,12106,0,0,605,12106,605, ,No,No,No,Yes,Yes, , , , ,-8933979.44495974,2991738.071242746
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,1 (area G3A) Admin / Classroom,A,235 kW,0,0,0,0,0,0,52,1040,52, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,33018,MIAMI-DADE,"-80.34576696, 25.90123198",17R NJ 65529 64909,SHELTER,RISK,10,2003,12 Classroom,A,235 kW,0,0,0,0,0,0,332,6642,332,s-1523-2002,No,No,AE,No,Yes, , , , ,-8944049.865827583,2986853.2351727937
Lawton Chiles MS,8190 NW 197th St,Miami,33015,MIAMI-DADE,"-80.33431804, 25.95071501",17R NJ 66648 70395,SHELTER,RISK,10,1998,3F South Cafeteria,A,325 kW,0,0,0,0,0,0,322,6439,322, ,No,No,AE,No,Yes, , , , ,-8942775.37724736,2992978.065630746
Stirrup ES,330 NW 97th Ave,Miami,33172,MIAMI-DADE,"-80.35395198, 25.76995801",17R NJ 64781 50367,SHELTER,RISK,10,1984,6 Cafeteria,A,45 kW,0,0,0,0,0,0,92,1847,92, ,E,No,No,No,Yes, , , , ,-8944961.017198173,2970617.0420499095
Dr Carlos J Finlay ES,851 SW 117th Ave,Miami,33184,MIAMI-DADE,"-80.38155501, 25.75919099",17R NJ 62018 49161,SHELTER,RISK,10,2000,4 Classroom,A,125 kW,0,0,0,0,0,0,334,6687,334, ,E,No,AH,No,Yes, , , , ,-8948033.77268088,2969286.156996262
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,9 Classroom,A,416 kW,0,0,0,0,0,0,330,6595,330, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1984,7 Classroom,A,40 kW,0,0,0,0,0,0,200,4008,200, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Bob Graham Education Center PLC,8875 NW 143 St,Miami Lakes,33018,MIAMI-DADE,"-80.34396201, 25.90372300",17R NJ 65709 65186,SHELTER,RISK,10,2003,12 Classroom,A, ,0,0,0,0,0,0,350,6994,350, ,No,No,AE,No,Yes, , , , ,-8943848.938717248,2987161.5029092235
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,33177,MIAMI-DADE,"-80.39047897, 25.59998898",17R NJ 61205 31527,SHELTER,RISK,10,2000,15 Classroom,A, ,0,0,0,0,0,0,619,12385,619,L,D,5,No,No,Yes, , , , ,-8949027.18349433,2949621.6240721317
Ronald Reagan HS,8600 NW 107th Ave,Doral,33178,MIAMI-DADE,"-80.37145197, 25.85259100",17R NJ 62982 59510,SHELTER,RISK,10,2003,1B Admin / Classroom,A,400 kW,0,0,0,0,0,0,704,14077,704, ,No,No,No,No,Yes, , , , ,-8946909.107069287,2980835.132989222
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2002,3E Classroom / ESE,A,125 kW,0,0,0,0,0,0,189,3780,189, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
John I Smith MS,5005 NW 112th Ave,Miami,33178,MIAMI-DADE,"-80.37661002, 25.81949401",17R NJ 62483 55842,SHELTER,RISK,10,1998,2C Multipurpose,R,180 kW,0,0,0,0,106,2112,106,2112,106,L,No,No,No,No,Yes, , , , ,-8947483.299097892,2976741.6252671056
Florida International University,1180 SW 113th Ave,Miami,33174,MIAMI-DADE,"-80.37854459, 25.76189905",17R NJ 62319 49462,SHELTER,RISK,10,2011,Arena Lobby / Prefunction,A, ,0,0,0,0,0,0,544,10875,0, ,E,5,AH,No,Yes, , , , ,-8947698.654447373,2969620.8820492243
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,3D South Part Classroom,A,275 kW,0,0,0,0,0,0,132,2644,132, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Stirrup ES,330 NW 97th Ave,Miami,33172,MIAMI-DADE,"-80.35395198, 25.76995801",17R NJ 64781 50367,SHELTER,RISK,10,1984,2 Classroom,A,45 kW,0,0,0,0,0,0,99,1988,99, ,E,No,No,No,Yes, , , , ,-8944961.017198173,2970617.0420499095
Ronald Reagan HS,8600 NW 107th Ave,Doral,33178,MIAMI-DADE,"-80.37145197, 25.85259100",17R NJ 62982 59510,SHELTER,RISK,10,2003,3 Cafeteria,A,400 kW,0,0,679,13574,0,0,679,13574,679,L,No,No,No,Yes,Yes, , , , ,-8946909.107069287,2980835.132989222
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,4 Classroom,A,416 kW,0,0,0,0,0,0,46,927,46, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,33177,MIAMI-DADE,"-80.39047897, 25.59998898",17R NJ 61205 31527,SHELTER,RISK,10,2000,18 Cafeteria,A, ,0,0,519,10379,0,0,519,10379,1000,L,D,4,No,Yes,Yes, , , , ,-8949027.18349433,2949621.6240721317
Palm Springs North ES,17615 NW 82nd Ave,Hialeah,33015,MIAMI-DADE,"-80.33394203, 25.93461400",17R NJ 66695 68612,SHELTER,RISK,10,1998,7 Classroom,A, ,0,0,0,0,0,0,406,8124,406, ,No,No,AE,No,Yes, , , , ,-8942733.519744702,2990984.858742727
Stirrup ES,330 NW 97th Ave,Miami,33172,MIAMI-DADE,"-80.35395198, 25.76995801",17R NJ 64781 50367,SHELTER,RISK,10,1984,4 Classroom,A,45 kW,0,0,0,0,0,0,99,1988,99, ,E,No,No,No,Yes, , , , ,-8944961.017198173,2970617.0420499095
John I Smith MS,5005 NW 112th Ave,Miami,33178,MIAMI-DADE,"-80.37661002, 25.81949401",17R NJ 62483 55842,SHELTER,RISK,10,1998,2A Auditorium / Media,R,180 kW,0,0,0,0,265,5306,265,5306,265,L,No,No,No,No,Yes, , , , ,-8947483.299097892,2976741.6252671056
American HS,18350 NW 67th Ave,Miami,33015,MIAMI-DADE,"-80.30851896, 25.93960601",17R NJ 69238 69178,SHELTER,RISK,10,1976,1 A&C 2 Cafeteria / Science / Classroom,A,200 kW,0,0,0,0,0,0,3181,63629,2558, ,No,No,AE,No,Yes, , , , ,-8939903.436900558,2991602.81013493
Kelsey L Pharr ES,2000 NW 46th St,Miami,33142,MIAMI-DADE,"-80.22971096, 25.81632301",17R NJ 77209 55569,SHELTER,RISK,10,2001,5 Classroom,A, ,0,0,0,0,0,0,46,915,46, ,No,No,No,No,Yes, , , , ,-8931130.571102748,2976349.489184258
Dr Carlos J Finlay ES,851 SW 117th Ave,Miami,33184,MIAMI-DADE,"-80.38155501, 25.75919099",17R NJ 62018 49161,SHELTER,RISK,10,2000,1 Classroom,A,125 kW,0,0,0,0,0,0,305,6107,1407, ,E,No,AH,No,Yes, , , , ,-8948033.77268088,2969286.156996262
E. Darwin Fuchs Pavillion,10901 SW 24th St,Miami,33165,MIAMI-DADE,"-80.37172697, 25.74797198",17R NJ 63010 47923,SHELTER,RISK,10,1998,16,A, ,0,0,0,0,0,0,2109,42189,0, ,E,No,AH,No,Yes, ,Yes, , ,-8946939.721006665,2967899.530377017
Joe Hall ES,1901 SW 134th Ave,Miami,33175,MIAMI-DADE,"-80.41218298, 25.74985699",17R NJ 58952 48113,SHELTER,RISK,10,1984,4 Classroom,A,50 kW,0,0,0,0,0,0,190,3803,190, ,E,No,No,No,Yes, , , , ,-8951443.263458291,2968132.500855062
Joe Hall ES,1901 SW 134th Ave,Miami,33175,MIAMI-DADE,"-80.41218298, 25.74985699",17R NJ 58952 48113,SHELTER,RISK,10,1984,8 Classroom,A,50 kW,0,0,0,0,0,0,101,2028,101, ,E,No,No,No,Yes, , , , ,-8951443.263458291,2968132.500855062
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1990,7 Admin / ESE,A,800 kW,0,0,0,0,0,0,485,9700,485, ,No,No,No,No,Yes, , , , ,-8933979.44495974,2991738.071242746
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,2 (area A3C) Classroom,A,235 kW,0,0,0,0,0,0,1029,20572,1029, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,2007,12 ESE Classroom,A,60 kW,0,0,0,0,0,0,96,1915,96, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,33018,MIAMI-DADE,"-80.34576696, 25.90123198",17R NJ 65529 64909,SHELTER,RISK,10,1994,4 Classroom,A,235 kW,0,0,0,0,0,0,536,10717,536,s-1523-2002,No,No,AE,No,Yes, , , , ,-8944049.865827583,2986853.2351727937
Citrus Grove MS,2153 NW 3rd St,Miami,33125,MIAMI-DADE,"-80.23011497, 25.77674899",17R NJ 77194 51186,SHELTER,RISK,10,2006,2 Classroom,A,125 kW / 215 kW,0,0,0,0,0,0,1328,26565,1328, ,E,No,No,No,Yes, , , , ,-8931175.544985808,2971456.5204937463
Agenoria S Paschal/Olinda ES,5536 NW 21st Ave,Miami,33142,MIAMI-DADE,"-80.23131702, 25.82581698",17R NJ 77042 56619,SHELTER,RISK,10,1996,7 Admin / Classroom,A, ,0,0,0,0,0,0,268,5361,899, ,No,No,No,No,Yes, , , , ,-8931309.356451524,2977523.5757178967
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1984,5 Classroom,A,40 kW,0,0,0,0,0,0,200,4008,200, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Lawton Chiles MS,8190 NW 197th St,Miami,33015,MIAMI-DADE,"-80.33431804, 25.95071501",17R NJ 66648 70395,SHELTER,RISK,10,1998,2B Classroom,A,325 kW,0,0,466,9314,0,0,466,9314,466, ,No,No,AE,Yes,Yes, , , , ,-8942775.37724736,2992978.065630746
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2002,4S Classroom,A,125 kW,0,0,0,0,0,0,220,4395,220, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,2C North Part Classroom,A,275 kW,0,0,0,0,0,0,276,5520,276, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,3 (area F3A) Classroom,A,235 kW,0,0,0,0,0,0,183,3668,183, ,C,No,No,No,Yes, ,Yes, , ,-8924855.270226868,2995549.421563278
Country Club MS,18305 NW 75th Pl,Miami,33015,MIAMI-DADE,"-80.32276602, 25.93970601",17R NJ 67811 69181,SHELTER,RISK,10,2005,3B Classroom / Media,A,200 kW,0,0,0,0,0,0,770,15401,2089, ,No,No,AE,No,Yes, , , , ,-8941489.411904825,2991615.188732094
Palm Lakes ES,7450 W 16th Ave,Hialeah,33014,MIAMI-DADE,"-80.31675200, 25.89030802",17R NJ 68442 63714,SHELTER,RISK,10,2006,5 Classroom,A, ,0,0,0,0,0,0,817,16332,649, ,No,No,No,No,Yes, , , , ,-8940819.934841005,2985501.4521793327
Joe Hall ES,1901 SW 134th Ave,Miami,33175,MIAMI-DADE,"-80.41218298, 25.74985699",17R NJ 58952 48113,SHELTER,RISK,10,1984,3 Cafeteria,A,50 kW,0,0,0,0,0,0,92,1847,92, ,E,No,No,No,Yes, , , , ,-8951443.263458291,2968132.500855062
North Miami MS,700 NE 137th St,North Miami,33161,MIAMI-DADE,"-80.18382700, 25.90099201",17R NJ 81750 64973,SHELTER,RISK,10,2006,2 Cafeteria,A, ,0,0,0,0,0,0,492,9841,492,"L, S",D,No,No,No,Yes, , , , ,-8926022.791690664,2986823.538276214
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,33177,MIAMI-DADE,"-80.39047897, 25.59998898",17R NJ 61205 31527,SHELTER,RISK,10,2000,17 Gym,A, ,0,0,869,17377,0,0,869,17377,869,L,D,4,No,Yes,Yes, , , , ,-8949027.18349433,2949621.6240721317
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1997,10 Classroom,A, ,0,0,0,0,0,0,399,7975,399, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Lawton Chiles MS,8190 NW 197th St,Miami,33015,MIAMI-DADE,"-80.33431804, 25.95071501",17R NJ 66648 70395,SHELTER,RISK,10,1998,1A Admin,A,325 kW,0,0,0,0,0,0,33,664,32, ,No,No,AE,No,Yes, , , , ,-8942775.37724736,2992978.065630746
Palm Springs North ES,17615 NW 82nd Ave,Hialeah,33015,MIAMI-DADE,"-80.33394203, 25.93461400",17R NJ 66695 68612,SHELTER,RISK,10,1995,5 Classroom,A, ,0,0,0,0,0,0,126,2514,126, ,No,No,AE,No,Yes, , , , ,-8942733.519744702,2990984.858742727
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,3D East Part Classroom,A,275 kW,0,0,0,0,0,0,276,5528,276, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1990,6 Classroom,A,100 kW,0,0,0,0,0,0,1129,22576,0, ,No,No,No,No,Yes, , , , ,-8933979.44495974,2991738.071242746
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1984,2 Classroom,A,40 kW,0,0,0,0,0,0,101,2013,101, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,3 (area F3C) Classroom / Music / Multipurpose,A,235 kW,0,0,0,0,0,0,417,8345,417, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2003,8 Admin / Cafeteria / Classroom,A,81 kW,0,0,955,19096,0,0,955,19096,955, ,No,No,AE,Yes,Yes, , , , ,-8942104.668496124,2988853.429836919
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1962,1D Voc Classroom,A,800 kW,0,0,0,0,0,0,337,6734,337, ,No,No,No,No,Yes, , , , ,-8933979.44495974,2991738.071242746
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,33018,MIAMI-DADE,"-80.34576696, 25.90123198",17R NJ 65529 64909,SHELTER,RISK,10,1994,3 Auditorium,A,235 kW,0,0,0,0,0,0,466,9315,466,s-1523-2002,No,No,AE,No,Yes, , , , ,-8944049.865827583,2986853.2351727937
Dante Fascell ES,15625 SW 80th St,Miami,33193,MIAMI-DADE,"-80.44528304, 25.69339900",17R NJ 55658 41847,SHELTER,RISK,10,1995,2 Classroom,A,80 kW,0,0,0,0,0,0,494,9875,494, ,E,5,No,No,Yes, , , , ,-8955127.944387324,2961156.385705098
Stirrup ES,330 NW 97th Ave,Miami,33172,MIAMI-DADE,"-80.35395198, 25.76995801",17R NJ 64781 50367,SHELTER,RISK,10,1984,8 Classroom,A,45 kW,0,0,0,0,0,0,99,1988,99, ,E,No,No,No,Yes, , , , ,-8944961.017198173,2970617.0420499095
American HS,18350 NW 67th Ave,Miami,33015,MIAMI-DADE,"-80.30851896, 25.93960601",17R NJ 69238 69178,SHELTER,RISK,10,1976,1D Art / Classroom,A,200 kW,0,0,0,0,0,0,1567,31347,0, ,No,No,AE,No,Yes, , , , ,-8939903.436900558,2991602.81013493
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,2 (area A3B) Classroom,A,235 kW,0,0,0,0,0,0,1197,23939,1197, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,3 Classroom,A,416 kW,0,0,0,0,0,0,294,5881,294, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Ronald Reagan HS,8600 NW 107th Ave,Doral,33178,MIAMI-DADE,"-80.37145197, 25.85259100",17R NJ 62982 59510,SHELTER,RISK,10,2003,2 Gym / Classroom,A,400 kW,0,0,1258,25159,0,0,1258,25159,1258,L,No,No,No,Yes,Yes, , , , ,-8946909.107069287,2980835.132989222
