Name,Address,City,Zip,COUNTY,Notes,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,TTL_BEDS,x,y
MORNINGSIDE MANOR & VILLA ADULT CARE COR,200 SOUTH DRIVE,MIAMI SPRINGS, ,MIAMI-DADE,10361,"-80.28014200,25.81691000",17R NJ 72154 55605,,,ASSISTED LIVING FACILITY,6,-8936744.528242616,2976422.0774485264
FLORIDA HOME CARE ALF II INC,15321 NW 33 COURT,MIAMI GARDENS, ,MIAMI-DADE,12049,"-80.25520200,25.91391200",17R NJ 74593 66362,,,ASSISTED LIVING FACILITY,6,-8933968.22017661,2988422.4769373774
HAPPY FACE HOME CARE INC,3910 NW 23 COURT,MIAMI, ,MIAMI-DADE,11082,"-80.23526200,25.81174900",17R NJ 76656 55059,,,ASSISTED LIVING FACILITY,6,-8931748.509461457,2975783.8709197803
TWO SISTERS TENDER CARE LLC,4521 NW 6TH ST,MIAMI, ,MIAMI-DADE,12069,"-80.26983200,25.77798800",17R NJ 73211 51300,,,ASSISTED LIVING FACILITY,14,-8935596.824334256,2971609.6885565505
WHISPERING PINES HOME CARE INC.,8830 SW 196 DRIVE,CUTLER RIDGE, ,MIAMI-DADE,11423,"-80.33465248,25.58525573",17R NJ 66819 29922,,,ASSISTED LIVING FACILITY,6,-8942812.607238658,2947803.1077060993
MAYRA'S ALF,4210 W 19 AVE,HIALEAH,33012,MIAMI-DADE,10122,"-80.32093190,25.86037290",17R NJ 68040 60397,,,ASSISTED LIVING FACILITY,6,-8941285.238921292,2981797.7812488037
MARGARITA'S ALF HOME CORP #1,1801-03 NW 19 STREET,MIAMI, ,MIAMI-DADE,7764,"-80.22537200,25.79333300",17R NJ 77659 53025,,,ASSISTED LIVING FACILITY,8,-8930647.559725685,2973506.784389095
GUARDIAN ELDER CARE SERVICES INC (THE),10930 SW 143RD COURT,MIAMI, ,MIAMI-DADE,10984,"-80.42661200,25.66539900",17R NJ 57545 38754,,,ASSISTED LIVING FACILITY,7,-8953049.4940277,2957697.849715706
BELLA LUNA RETIREMENT HOME II,11511 SW 128 STREET,MIAMI, ,MIAMI-DADE,10054,"-80.38118500,25.64823800",17R NJ 62113 36874,,,ASSISTED LIVING FACILITY,6,-8947992.583596757,2955578.53959492
ALELISE ALF CORP,6230 WEST 18 AVENUE,HIALEAH, ,MIAMI-DADE,10469,"-80.31945200,25.87993900",17R NJ 68177 62564,,,ASSISTED LIVING FACILITY,7,-8941120.497448817,2984218.457257414
"SWEET CARE HOME ALF, INC",18260 SW 153 COURT,MIAMI, ,MIAMI-DADE,10732,"-80.44044200,25.59682900",17R NJ 56189 31154,,,ASSISTED LIVING FACILITY,6,-8954589.042596245,2949231.570718029
"A1A CARE CENTER, INC",641 WEST 33 STREET,HIALEAH, ,MIAMI-DADE,10201,"-80.29527200,25.85165800",17R NJ 70616 59445,,,ASSISTED LIVING FACILITY,6,-8938428.792162698,2980719.7215132965
"SUNSET SENIOR CARE OF MIAMI, INC.",9820 SW 72ND ST,MIAMI, ,MIAMI-DADE,11130,"-80.35250000,25.70133400",17R NJ 64964 42768,,,ASSISTED LIVING FACILITY,6,-8944799.38394358,2962136.6572261546
TROPICAL PARADISE ALF INC,14112 SW 145 PLACE,MIAMI, ,MIAMI-DADE,11040,"-80.43124400,25.63663100",17R NJ 57094 35566,,,ASSISTED LIVING FACILITY,6,-8953565.125991998,2954145.2975085303
FAIR HAVENS CENTER LLC,201 CURTISS PKWY,MIAMI SPRINGS, ,MIAMI-DADE,1147096,"-80.28301618,25.81869982",17R NJ 71865 55802,,,ASSISTED LIVING FACILITY,60,-8937064.48073946,2976643.411887177
ROYAL DESTINY HOME CARE LLC,3260 NW 179 STREET,MIAMI GARDENS, ,MIAMI-DADE,10731,"-80.25482000,25.93689400",17R NJ 74616 68907,,,ASSISTED LIVING FACILITY,5,-8933925.696069423,2991267.0921551445
"ELEANOR'S RETIREMENT HOME, INC",12315 NW 23RD AVENUE,MIAMI, ,MIAMI-DADE,9754,"-80.23674100,25.88666200",17R NJ 76459 63354,,,ASSISTED LIVING FACILITY,6,-8931913.151028289,2985050.3048823443
"MARGREG FACILITIES, CORP.",12412 SW 213 TERRACE,MIAMI,33177,MIAMI-DADE,10954,"-80.39320200,25.56827300",17R NJ 60947 28013,,,ASSISTED LIVING FACILITY,7,-8949330.309850805,2945707.218146759
"APOSTOLADO HOME #3, INC",13510 SW 79 STREET,MIAMI, ,MIAMI-DADE,5121,"-80.41210700,25.69338400",17R NJ 58987 41859,,,ASSISTED LIVING FACILITY,5,-8951434.804870596,2961154.532098378
VILLA MARGO III,3669 SW 24 TERRACE,MIAMI, ,MIAMI-DADE,9043,"-80.25341200,25.74541800",17R NJ 74878 47702,,,ASSISTED LIVING FACILITY,13,-8933768.958194071,2967583.8860780923
RESIDENCIA LA ESPERANZA HOME CARE CORP #,3654 SW 156TH COURT,MIAMI, ,MIAMI-DADE,10760,"-80.44741200,25.73248000",17R NJ 55426 46174,,,ASSISTED LIVING FACILITY,6,-8955364.939521227,2965984.9957732256
ISABEL ADULT CARE II,10300 S.W. 66TH STREET,MIAMI,33173,MIAMI-DADE,9620,"-80.36069100,25.70664300",17R NJ 64139 43352,,,ASSISTED LIVING FACILITY,6,-8945711.201869342,2962792.55554975
LIFE & HEALTH ALF,12525 S.W. 34 STREET,MIAMI, ,MIAMI-DADE,10044,"-80.39739300,25.73685800",17R NJ 60441 46681,,,ASSISTED LIVING FACILITY,6,-8949796.849857815,2966526.0136661413
MARTHA'S GARDEN ALF,11530 SW 180 STREET,MIAMI, ,MIAMI-DADE,11142,"-80.37998000,25.60132400",17R NJ 62258 31679,,,ASSISTED LIVING FACILITY,6,-8947858.443515062,2949786.4157361765
"VILLA CHIRINOS A.L.F., CORP.",6780 SW 13 STREET,MIAMI, ,MIAMI-DADE,11757,"-80.30542000,25.75863300",17R NJ 69654 49137,,,ASSISTED LIVING FACILITY,6,-8939558.46239828,2969217.1879450763
SUN BAY MANOR,8440 SW 155 TERRACE,MIAMI, ,MIAMI-DADE,6094,"-80.33018500,25.62620200",17R NJ 67245 34459,,,ASSISTED LIVING FACILITY,8,-8942315.289558576,2952857.634702099
VILLA ESMERALDA ALF,10310 NW 30 COURT,MIAMI, ,MIAMI-DADE,9978,"-80.24752200,25.86847900",17R NJ 75391 61334,,,ASSISTED LIVING FACILITY,6,-8933113.28653954,2982800.601980243
LOS ABUELITOS FELICES II,14743 SW 173 TERRACE,MIAMI, ,MIAMI-DADE,10820,"-80.43103200,25.60581800",17R NJ 57130 32154,,,ASSISTED LIVING FACILITY,7,-8953541.526243705,2950341.1580446064
"CASA LLANES ALF, INC.",5861 EAST 4 AVENUE,HIALEAH, ,MIAMI-DADE,9290,"-80.27488100,25.87579100",17R NJ 72645 62129,,,ASSISTED LIVING FACILITY,6,-8936158.876446197,2983705.2421318167
AMERICAN LIFE ADULT CARE CENTER,8849 NW 169 TERRACE,MIAMI LAKES, ,MIAMI-DADE,10821,"-80.34456200,25.92726800",17R NJ 65635 67793,,,ASSISTED LIVING FACILITY,6,-8943915.729922984,2990075.558800314
"MACHIN II ALF, INC",15863 SW 150 TERRACE,MIAMI, ,MIAMI-DADE,11935,"-80.45052200,25.62655800",17R NJ 55163 34442,,,ASSISTED LIVING FACILITY,6,-8955711.143045919,2952901.587948315
"SWEET PARADISE ELDERLY HOME, INC.",4986 E 9 LN,HIALEAH, ,MIAMI-DADE,11196,"-80.26379200,25.86847900",17R NJ 73761 61325,,,ASSISTED LIVING FACILITY,6,-8934924.454546869,2982800.601990217
CIRA HOME CARE INC,870 N.E. 5 STREET,HIALEAH, ,MIAMI-DADE,10235,"-80.26384100,25.82686300",17R NJ 73782 56716,,,ASSISTED LIVING FACILITY,6,-8934929.909249045,2977652.938878563
JUMEROLIS HOME CARE,956 SW 143  PLACE,MIAMI, ,MIAMI-DADE,9687,"-80.42811200,25.75820900",17R NJ 57350 49031,,,ASSISTED LIVING FACILITY,6,-8953216.473275408,2969164.781037544
MARIA ADULT CARE III,14561 SW 30TH STREET,MIAMI,33175,MIAMI-DADE,11041,"-80.43104200,25.73945800",17R NJ 57065 46954,,,ASSISTED LIVING FACILITY,7,-8953542.63937762,2966847.322070372
BISCAYNE GARDENS COUNTRY ESTATE,1074 NW 153 STREET,MIAMI, ,MIAMI-DADE,7258,"-80.21730000,25.91451300",17R NJ 78388 66450,,,ASSISTED LIVING FACILITY,6,-8929748.988782303,2988496.859056277
MAGGYS HOME CARE II INC,8881 NW 185TH ST,HIALEAH, ,MIAMI-DADE,12279,"-80.34578200,25.94135800",17R NJ 65505 69353,,,ASSISTED LIVING FACILITY,6,-8944051.53964275,2991819.6916127345
L & B SOLUTION CARE INC.,565 NE 137TH STREET,MIAMI, ,MIAMI-DADE,11186,"-80.18765300,25.90123800",17R NJ 81367 64998,,,ASSISTED LIVING FACILITY,6,-8926448.699850118,2986853.9797772486
"MAYRA R RONDON, INC.",856 NW 136 AVENUE,MIAMI, ,MIAMI-DADE,10136,"-80.41493200,25.77694200",17R NJ 58663 51112,,,ASSISTED LIVING FACILITY,6,-8951749.282368911,2971480.3809923073
NELLY HOME CARE,8701 SW 20 TERRACE,MIAMI, ,MIAMI-DADE,10791,"-80.33208200,25.58073800",17R NJ 67080 29423,,,ASSISTED LIVING FACILITY,6,-8942526.462577606,2947245.532381095
"GOLDEN AGE FAMILY HOME II, INC",15962 SW 81ST STREET,MIAMI,33193,MIAMI-DADE,11817,"-80.45155100,25.69077300",17R NJ 55030 41553,,,ASSISTED LIVING FACILITY,7,-8955825.690782003,2960831.98935893
"SPRING OF LIFE ALF, INC.",11465 SW 57 STREET,MIAMI, ,MIAMI-DADE,11352,"-80.37998300,25.71415900",17R NJ 62200 44175,,,ASSISTED LIVING FACILITY,6,-8947858.77753057,2963721.1669986565
LOVE AND TENDERNESS,2620 SW 10 STREET,MIAMI, ,MIAMI-DADE,8694,"-80.23827100,25.76366300",17R NJ 76385 49732,,,ASSISTED LIVING FACILITY,8,-8932083.469853468,2969838.916323181
DORA HOME CARE INC,260 EAST 61 STREET,HIALEAH,33013,MIAMI-DADE,10723,"-80.27768100,25.87791300",17R NJ 72363 62362,,,ASSISTED LIVING FACILITY,8,-8936470.57096824,2983967.786244076
BTLC Services I Corp.,12851 SW 115th Terr.,Miami,33186,MIAMI-DADE, ,"-80.40371917,25.66192932",17R NJ 59844 38380,,,ASSISTED LIVING FACILITY,5,-8950501.076308941,2957269.334526309
SENIOR PALACE ALF INC,4012 SW 154 COURT,MIAMI, ,MIAMI-DADE,11426,"-80.44418200,25.72990900",17R NJ 55752 45890,,,ASSISTED LIVING FACILITY,7,-8955005.37748409,2965667.289918518
MARIBEL PARADISE HOME INC.,651 EAST 49 STREET,HIALEAH, ,MIAMI-DADE,8477,"-80.26963200,25.86734800",17R NJ 73176 61197,,,ASSISTED LIVING FACILITY,6,-8935574.560392156,2982660.679787749
PARADISE ALF CORP,6524 SW 148 PLACE,MIAMI, ,MIAMI-DADE,11721,"-80.43400700,25.70546600",17R NJ 56784 43188,,,ASSISTED LIVING FACILITY,6,-8953872.701671656,2962647.141062978
WESTWOOD BOARDING HOME ACLF,5301 SW 116 AVENUE,MIAMI, ,MIAMI-DADE,5165,"-80.38173100,25.71760100",17R NJ 62022 44555,,,ASSISTED LIVING FACILITY,11,-8948053.364064055,2964146.4500442776
LOS ANOS DORADOS,11461 SW 214TH STREET,MIAMI, ,MIAMI-DADE,11958,"-80.37758100,25.56813800",17R NJ 62517 28005,,,ASSISTED LIVING FACILITY,6,-8947591.388097325,2945690.558603362
VILLA SERENA IV,754-56 NW 22 COURT,MIAMI, ,MIAMI-DADE,10868,"-80.23196200,25.78020100",17R NJ 77007 51567,,,ASSISTED LIVING FACILITY,8,-8931381.15514566,2971883.2655524584
EL RENACER DE ANA INC,5900 NW 7TH ST,MIAMI, ,MIAMI-DADE,12236,"-80.29220792,25.77762546",17R NJ 70968 51248,,,ASSISTED LIVING FACILITY,6,-8938087.699792065,2971564.8714236
LUNA 11 INC,3783 S.W. 97 AVENUE,MIAMI, ,MIAMI-DADE,10304,"-80.35170100,25.73469000",17R NJ 65026 46462,,,ASSISTED LIVING FACILITY,6,-8944710.439683834,2966258.097369156
"CANDID HOME CARE III, INC",10710 SW 148 COURT,MIAMI, ,MIAMI-DADE,10308,"-80.43451200,25.66727000",17R NJ 56751 38958,,,ASSISTED LIVING FACILITY,8,-8953928.918029763,2957928.928678347
ALICE'S HOME,12795 N.W. 10TH LANE,MIAMI, ,MIAMI-DADE,7844,"-80.40283200,25.78050800",17R NJ 59874 51512,,,ASSISTED LIVING FACILITY,9,-8950402.316612272,2971921.2182627334
DP & B ENTERPRISE INC,14290 SABAL DRIVE,MIAMI LAKES, ,MIAMI-DADE,11217,"-80.32025700,25.90304400",17R NJ 68083 65123,,,ASSISTED LIVING FACILITY,6,-8941210.109642383,2987077.4746654853
COURTYARD MANOR RETIREMENT,140 WEST 28 STREET,HIALEAH, ,MIAMI-DADE,5947,"-80.28504100,25.84727300",17R NJ 71644 58965,,,ASSISTED LIVING FACILITY,86,-8937289.882511765,2980177.313743373
CALVINELLE ADULT HOME ALF #2,1786 NW 47 TERRACE,MIAMI, ,MIAMI-DADE,11635,"-80.22611000,25.81845300",17R NJ 77569 55807,,,ASSISTED LIVING FACILITY,6,-8930729.713509005,2976612.8894574735
"LUCY'S HOME CARE, INC.",2005 SW 97 AVENUE,MIAMI, ,MIAMI-DADE,11049,"-80.35172200,25.75082200",17R NJ 65015 48249,,,ASSISTED LIVING FACILITY,6,-8944712.777342906,2968251.7690171106
"CASCANTE RETIREMENT HOME, INC",8325 SW 37 STREET,MIAMI, ,MIAMI-DADE,7979,"-80.33031200,25.73597800",17R NJ 67170 46616,,,ASSISTED LIVING FACILITY,6,-8942329.42709037,2966417.26480078
GOLDEN TOUCH HOME CARE,41 NW 190 STREET,MIAMI, ,MIAMI-DADE,11212,"-80.20207300,25.94922800",17R NJ 79890 70304,,,ASSISTED LIVING FACILITY,6,-8928053.926914888,2992793.971506003
JORGE'S HOME INC,15172 SW 13TH TERRACE,MIAMI, ,MIAMI-DADE,11020,"-80.44034200,25.75437300",17R NJ 56125 48601,,,ASSISTED LIVING FACILITY,6,-8954577.91064373,2968690.655366376
LAS PALMAS ALF CORP.,4495 NW 185 STREET,MIAMI GARDENS, ,MIAMI-DADE,11596,"-80.27491200,25.94269900",17R NJ 72601 69539,,,ASSISTED LIVING FACILITY,7,-8936162.327283341,2991985.6983674904
MY BELLS ALF CORP,2161 SW 24TH  STREET,MIAMI, ,MIAMI-DADE,11396,"-80.22923300,25.74745800",17R NJ 77302 47942,,,ASSISTED LIVING FACILITY,6,-8931077.364282599,2967836.0070069544
LUCIA RESIDENCE INC.,2400 N.W. 9 STREET,MIAMI, ,MIAMI-DADE,8854,"-80.23568100,25.78127400",17R NJ 76633 51684,,,ASSISTED LIVING FACILITY,6,-8931795.152367525,2972015.9146385593
OLD CUTLER RETIREMENT HOME,21640 OLD CUTLER ROAD,MIAMI, ,MIAMI-DADE,8238,"-80.35267200,25.56571100",17R NJ 65020 27749,,,ASSISTED LIVING FACILITY,6,-8944818.530919993,2945391.0598172615
BLANCO HOME HEALTH CARE CORP,604-606 NW 25 AVENUE,MIAMI,33125,MIAMI-DADE,8370,"-80.23707500,25.77864900",17R NJ 76495 51392,,,ASSISTED LIVING FACILITY,14,-8931950.331714647,2971691.402619902
BETTER CARE HOME,7599 WEST 4TH COURT,HIALEAH, ,MIAMI-DADE,10031,"-80.29275100,25.89140100",17R NJ 70845 63848,,,ASSISTED LIVING FACILITY,8,-8938148.155693574,2985636.697474024
"LOVING CARE CENTER, THE",9210 S.W. 56TH STREET,MIAMI, ,MIAMI-DADE,8444,"-80.34333100,25.71627300",17R NJ 65875 44427,,,ASSISTED LIVING FACILITY,6,-8943778.69557379,2963982.364983086
HOLY FAMILY GROUP HOME ALF INC,920 SW 93 AVENUE,MIAMI, ,MIAMI-DADE,12282,"-80.34626200,25.76027900",17R NJ 65557 49299,,,ASSISTED LIVING FACILITY,6,-8944104.972939122,2969420.637340564
SANTA BARBARA HOME II,3323 SW 24 TERRACE,MIAMI, ,MIAMI-DADE,5059,"-80.24826200,25.74556700",17R NJ 75394 47722,,,ASSISTED LIVING FACILITY,12,-8933195.662934007,2967602.300539308
CASABEL HOME CARE,2472 SW 113 COURT,MIAMI, ,MIAMI-DADE,10749,"-80.37836200,25.74589000",17R NJ 62346 47690,,,ASSISTED LIVING FACILITY,7,-8947678.32863992,2967642.219592568
GOLDEN PALMS ALF INC,7280 NW 169 STREET,MIAMI, ,MIAMI-DADE,9930,"-80.31081900,25.61381800",17R NJ 69196 33097,,,ASSISTED LIVING FACILITY,6,-8940159.476295985,2951328.735060021
RAFAELA'S HOME ALF,11750 SW 192 STREET,MIAMI,33177,MIAMI-DADE,9779,"-80.38256000,25.58827300",17R NJ 62006 30233,,,ASSISTED LIVING FACILITY,8,-8948145.647866243,2948175.509662447
TWO SISTERS LOVE & CARE INC,54-56 NW 45TH AVENUE,MIAMI, ,MIAMI-DADE,11500,"-80.26925900,25.77202600",17R NJ 73272 50640,,,ASSISTED LIVING FACILITY,14,-8935533.038256405,2970872.675198927
MEADOWS OF KENDALL (THE),8820 S.W. 79TH AVENUE,MIAMI, ,MIAMI-DADE,9632,"-80.32345200,25.68777000",17R NJ 67886 41280,,,ASSISTED LIVING FACILITY,6,-8941565.775390308,2960461.0306873266
CORAL TERRACE ALF INC,6744 SW 22 STREET,MIAMI,33155,MIAMI-DADE,9226,"-80.30430200,25.75025300",17R NJ 69771 48210,,,ASSISTED LIVING FACILITY,44,-8939434.007172475,2968181.4445716008
1 KIND HOME INC,911-913 SW 12 AVENUE,MIAMI, ,MIAMI-DADE,11973,"-80.21433000,25.76466600",17R NJ 78785 49857,,,ASSISTED LIVING FACILITY,12,-8929418.370002707,2969962.894322738
"LOVING CARE RETIREMENT SERVICES, INC.",380 NW SOUTH RIVER DRIVE,MIAMI, ,MIAMI-DADE,8157,"-80.21562700,25.78158000",17R NJ 78644 51729,,,ASSISTED LIVING FACILITY,16,-8929562.75130236,2972053.743962319
"LUAR ALF, INC",1001 SW 87TH COURT,MIAMI, ,MIAMI-DADE,10680,"-80.33706100,25.76039100",17R NJ 66480 49316,,,ASSISTED LIVING FACILITY,6,-8943080.722328244,2969434.4808219667
CLARA & ANGEL ALF INC,5180 NW 2 STREET,MIAMI, ,MIAMI-DADE,11926,"-80.27967100,25.77335300",17R NJ 72227 50781,,,ASSISTED LIVING FACILITY,8,-8936692.096770406,2971036.7137748115
RICHLAND HOME II,721 NW 13TH  AVE,MIAMI,33125,MIAMI-DADE,11262,"-80.21635100,25.78073100",17R NJ 78572 51635,,,ASSISTED LIVING FACILITY,16,-8929643.346604494,2971948.78642548
SARAH'S SENIOR HOME,11310 SW 145 AVENUE,MIAMI, ,MIAMI-DADE,11244,"-80.42987200,25.66204000",17R NJ 57219 38381,,,ASSISTED LIVING FACILITY,6,-8953412.395633768,2957283.0037105232
ESTHER HOME CARE II,13908 S.W. 26 TERRACE,MIAMI, ,MIAMI-DADE,8151,"-80.42066100,25.74285300",17R NJ 58105 47334,,,ASSISTED LIVING FACILITY,8,-8952387.031744197,2967266.8871158124
SWEET MANSION ALF INC,16925 SW 300 ST,HOMESTEAD, ,MIAMI-DADE,10734,"-80.46576915,25.48843889",17R NJ 53694 19141,,,ASSISTED LIVING FACILITY,7,-8957408.448474232,2935858.6270076493
VILLA JOSEFA,16139 SW 68 TERRACE,MIAMI, ,MIAMI-DADE,10483,"-80.45389200,25.70168800",17R NJ 54791 42761,,,ASSISTED LIVING FACILITY,6,-8956086.289757308,2962180.390958719
AMIGOS HOME ALF CORP,8360 SW 43 TERRACE,MIAMI, ,MIAMI-DADE,12346,"-80.33064100,25.72855300",17R NJ 67142 45793,,,ASSISTED LIVING FACILITY,6,-8942366.051203249,2965499.7279166454
ZUNI ALF,370 NW 133RD PLACE,MIAMI, ,MIAMI-DADE,11226,"-80.41216100,25.77118900",17R NJ 58943 50476,,,ASSISTED LIVING FACILITY,6,-8951440.816075824,2970769.2095339466
"LOS ABUELITOS FELICES, INC",15140 SW 183 TERRACE,MIAMI, ,MIAMI-DADE,10250,"-80.43748100,25.59613300",17R NJ 56487 31079,,,ASSISTED LIVING FACILITY,6,-8954259.4256146,2949145.6610870403
HOGAR LA 3RD EDAD CORP,2930 SW 114 AVENUE,MIAMI, ,MIAMI-DADE,10418,"-80.37998200,25.74157000",17R NJ 62185 47210,,,ASSISTED LIVING FACILITY,6,-8947858.666206643,2967108.3283332093
"VICTORIA RETIREMENT HOME, INC.",3755 NW 13 ST,MIAMI, ,MIAMI-DADE,12041,"-80.25749300,25.78511800",17R NJ 74444 52097,,,ASSISTED LIVING FACILITY,6,-8934223.253120933,2972491.136819482
YOUR SWEET HOME,1105 WEST 69 PLACE,HIALEAH, ,MIAMI-DADE,7936,"-80.30486200,25.88559800",17R NJ 69636 63199,,,ASSISTED LIVING FACILITY,6,-8939496.346062917,2984918.651370806
VILLA ONI II,5401 SW 98 COURT,MIAMI, ,MIAMI-DADE,8883,"-80.35377200,25.71736600",17R NJ 64827 44543,,,ASSISTED LIVING FACILITY,6,-8944940.98229974,2964117.413846781
"MERCY & MICHAEL ALF, INC",3000 3002 SW 23 TERRACE,MIAMI, ,MIAMI-DADE,11389,"-80.24226000,25.74739300",17R NJ 75995 47928,,,ASSISTED LIVING FACILITY,14,-8932527.523292173,2967827.9737715884
HOGAR DE AMABLE CONSUELO CORP,134 WEST 59 STREET,HIALEAH, ,MIAMI-DADE,8745,"-80.28583100,25.87632300",17R NJ 71548 62182,,,ASSISTED LIVING FACILITY,6,-8937377.824799659,2983771.063313994
"GOLDEN GIRLS HOME, INC",15700 SW 102 AVENUE,MIAMI, ,MIAMI-DADE,11065,"-80.35781200,25.62374000",17R NJ 64472 34172,,,ASSISTED LIVING FACILITY,6,-8945390.713084405,2952553.669265281
CAPRICORN RETIREMENT HOME INC,13720 NW 1ST AVENUE,MIAMI, ,MIAMI-DADE,7892,"-80.20125200,25.90098900",17R NJ 80005 64962,,,ASSISTED LIVING FACILITY,6,-8927962.533610249,2986823.1660020677
PREMIER ASSISTED LIVING,11401 SW 42 TERR,MIAMI,33165,MIAMI-DADE,11329,"-80.37959778,25.72940161",17R NJ 62230 45863,,,ASSISTED LIVING FACILITY,6,-8947815.894860225,2965604.591534424
LOVE OF PEACE LLC,12915 SW 21 ST,MIAMI,33175,MIAMI-DADE,11940,"-80.40441200,25.74812800",17R NJ 59732 47925,,,ASSISTED LIVING FACILITY,6,-8950578.201415638,2967918.812484338
RAYMONDE JEAN BAPTISTE CENTER,750 NW 41ST STREET,MIAMI, ,MIAMI-DADE,11465,"-80.20896100,25.81372300",17R NJ 79291 55293,,,ASSISTED LIVING FACILITY,6,-8928820.695613733,2976027.9714447814
SWEET HEART ALF INC,15942 SW 61 LANE,MIAMI, ,MIAMI-DADE,11185,"-80.45186000,25.70815300",17R NJ 54991 43478,,,ASSISTED LIVING FACILITY,6,-8955860.08859244,2962979.113275254
BUDDY'S PLACE LLC,229 LAUREL WAY,MIAMI SPRINGS, ,MIAMI-DADE,11626,"-80.29250100,25.82163100",17R NJ 70912 56121,,,ASSISTED LIVING FACILITY,6,-8938120.325817507,2977005.8982481943
VILLA MARGO VI INC,2820 SW 34 AVENUE,MIAMI, ,MIAMI-DADE,11863,"-80.25016100,25.73849000",17R NJ 75208 46937,,,ASSISTED LIVING FACILITY,6,-8933407.0585755,2966727.695579833
"VILLA TORRES, INC.",5710 SW 131 COURT,MIAMI, ,MIAMI-DADE,9269,"-80.40655200,25.71387900",17R NJ 59534 44132,,,ASSISTED LIVING FACILITY,6,-8950816.42507216,2963686.5715387794
Sunrise Community Miami West ADC,13776 SW 8th Street,13776 SW 8th Street,33184,MIAMI-DADE,,"-80.41931150,25.75959368",17R NJ 58232 49189,,,ASSISTED LIVING FACILITY,0,-8952236.805992097,2969335.930327677
TRIPLET ADORABLE ASSISTED LIVING INC,1105 NE 134th St,NORTH MIAMI, ,MIAMI-DADE,11954,"-80.17650300,25.89895800",17R NJ 82485 64753,,,ASSISTED LIVING FACILITY,6,-8925207.487511555,2986571.831518822
"CARTAYA GROUP HOME, CORP II",666 NW 3 ST,FLORIDA CITY,33034,MIAMI-DADE,,"-80.48642078,25.45074020",17R NJ 51634 14958,,,ASSISTED LIVING FACILITY,,-8959707.377238711,2931210.271868361
AMIGOS ALF,5701 NW 110  STREET,HIALEAH, ,MIAMI-DADE,9906,"-80.29143200,25.87345800",17R NJ 70988 61861,,,ASSISTED LIVING FACILITY,6,-8938001.325285308,2983416.597344911
"WE ""R"" FAMILY USA CORP.",2230 S.W. 131 COURT,MIAMI,33175,MIAMI-DADE,10197,"-80.40875200,25.74664900",17R NJ 59297 47760,,,ASSISTED LIVING FACILITY,6,-8951061.327975228,2967736.0232531102
"NORITA ADULT FAMILY CARE, INC.",11971 SW 118 STREET,MIAMI, ,MIAMI-DADE,8591,"-80.38940200,25.65888800",17R NJ 61283 38050,,,ASSISTED LIVING FACILITY,6,-8948907.295811791,2956893.733183221
A PLACE CALLED HOME,80-82 NE 68 TERRACE,MIAMI, ,MIAMI-DADE,11063,"-80.19465000,25.83773900",17R NJ 80709 57961,,,ASSISTED LIVING FACILITY,8,-8927227.602350926,2978998.0635127453
MILLIE HOME CARE CORP,17810 SW 137 CT,MIAMI,33177,MIAMI-DADE,11545,"-80.41452798,25.60231454",17R NJ 58789 31773,,,ASSISTED LIVING FACILITY,7,-8951704.307175197,2949908.6871667993
SWEET CARE,634 SW 96 COURT,MIAMI, ,MIAMI-DADE,8655,"-80.35183200,25.76301800",17R NJ 64997 49599,,,ASSISTED LIVING FACILITY,6,-8944725.022601753,2969759.1902562985
"L & B SOLUTION CARE, II INC.",567 NE 137 STREET,MIAMI, ,MIAMI-DADE,11652,"-80.18760400,25.90127100",17R NJ 81372 65002,,,ASSISTED LIVING FACILITY,6,-8926443.245235598,2986858.0635096547
"RESIDENTIAL HOME FOR ADULT CARE I, INC.",1535 NW 25 AVENUE,MIAMI, ,MIAMI-DADE,10018,"-80.23729200,25.78845200",17R NJ 76467 52478,,,ASSISTED LIVING FACILITY,14,-8931974.488068942,2972903.321746544
LA ESTACION DORADA OF MIAMI,1230 SW 94TH AVENUE,MIAMI, ,MIAMI-DADE,11627,"-80.34830200,25.75754500",17R NJ 65354 48995,,,ASSISTED LIVING FACILITY,6,-8944332.064735813,2969082.710222271
"LOVING CARE CENTER, INC. II",10301 S.W. 51 ST,MIAMI, ,MIAMI-DADE,8926,"-80.36115200,25.71999800",17R NJ 64086 44831,,,ASSISTED LIVING FACILITY,6,-8945762.520186959,2964442.623475016
SUNSHINE ADULT CENTER CORP.,180 WEST 13 STREET,HIALEAH, ,MIAMI-DADE,5626,"-80.28535800,25.83338100",17R NJ 71621 57426,,,ASSISTED LIVING FACILITY,19,-8937325.170644935,2978459.0589142926
"DULCE HOGAR II, INC",3601 SW 139 AVENUE,MIAMI, ,MIAMI-DADE,10672,"-80.41984100,25.73413100",17R NJ 58191 46368,,,ASSISTED LIVING FACILITY,8,-8952295.749791903,2966189.018259421
PEACEFUL GARDENS,3941 NW 173RD TERRACE,MIAMI GARDENS, ,MIAMI-DADE,11424,"-80.26612300,25.93142800",17R NJ 73488 68295,,,ASSISTED LIVING FACILITY,6,-8935183.940368742,2990590.483400769
FLAMINGO CARE LLC,1270 NE 174 STREET,NORTH MIAMI BEACH,33162,MIAMI-DADE,11525,"-80.17493000,25.93571300",17R NJ 82617 68824,,,ASSISTED LIVING FACILITY,7,-8925032.381969843,2991120.899337346
